nivel,tienda,mes,area_batch,estado_veterana,n_dias,n_lotes,uds_total,uds_media_lote,p1_min_medio,p2_min_medio,p3_min_medio,p23_min_medio,p4_min_medio,p5_min_medio,p6_min_medio,p7_min_medio,prep_min_medio,total_min_util_medio,p1_ef_min_medio,p2_ef_min_medio,p3_ef_min_medio,p23_ef_min_medio,p4_ef_min_medio,p5_ef_min_medio,p6_ef_min_medio,p7_ef_min_medio,prep_ef_min_medio,total_min_efec_medio,p1_par_min_medio,p2_par_min_medio,p3_par_min_medio,p23_par_min_medio,p4_par_min_medio,p5_par_min_medio,p6_par_min_medio,p7_par_min_medio,prep_par_min_medio,total_min_paradas_medio,p1_pct_medio,p2_pct_medio,p3_pct_medio,p23_pct_medio,p4_pct_medio,p5_pct_medio,p6_pct_medio,p7_pct_medio,prep_pct_medio,p1_ef_pct_medio,p2_ef_pct_medio,p3_ef_pct_medio,p23_ef_pct_medio,p4_ef_pct_medio,p5_ef_pct_medio,p6_ef_pct_medio,p7_ef_pct_medio,prep_ef_pct_medio,p1_par_pct_medio,p2_par_pct_medio,p3_par_pct_medio,p23_par_pct_medio,p4_par_pct_medio,p5_par_pct_medio,p6_par_pct_medio,p7_par_pct_medio,prep_par_pct_medio,prod_total_min_ud_media,prod_efectiva_min_ud_media,uph_total_media,uph_efec_media,prod_real_oficial,prod_efec_oficial
general_trim,GENERAL,,GLOBAL,Liebre (todas),2.999,,10.985.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3011","0,2851"
general_trim,GENERAL,,SECOS,Liebre (todas),2.999,42.217,6.050.766,"140,77","1,14","10,36","22,23",0,0,"1,02","0,9245","4,01","32,59","39,69","1,09","10,31","21,97",0,0,"0,9973","0,911","2,36","32,28","37,63","0,055","0,0493","0,2581",0,0,"0,0267","0,0135","1,65","0,3074","2,06","0,029","0,26","0,5599",0,0,"0,026","0,0232","0,102","0,8199","0,0289","0,2725","0,5844",0,0,"0,0263","0,0239","0,0639","0,8569","0,0448","0,0294","0,1267",0,0,"0,0197","0,0065","0,773","0,1561","0,2838","0,2693","214,08","225,96",,
general_trim,GENERAL,,REFRIGERADO,Liebre (todas),2.998,18.193,1.881.199,"99,26","0,8066","6,05","11,01",0,"0,0001","0,9021","2,06","3,23","17,06","24,06","0,7733","6,01","10,87",0,"0,0001","0,8902","2,05","2,27","16,89","22,88","0,0334","0,0365","0,1408",0,0,"0,0118","0,009","0,9513","0,1773","1,18","0,0338","0,2505","0,4597",0,0,"0,0377","0,0853","0,1329","0,7103","0,0338","0,2619","0,4773",0,0,"0,0387","0,0886","0,0998","0,7391","0,0365","0,0356","0,1196",0,0,"0,0127","0,0078","0,7878","0,1552","0,2457","0,2337","250,77","264,23",,
general_trim,GENERAL,,CONGELADO,Liebre (todas),2.998,14.728,650.438,"42,56","0,882","2,91","6,45",0,0,"0,7983","1,87","3,25","9,36","16,16","0,845","2,9","6,38",0,0,"0,7846","1,86","2,23","9,29",15,"0,0369","0,0069","0,0697",0,0,"0,0136","0,0127","1,02","0,0767","1,16","0,0553","0,1791","0,3981",0,0,"0,0501","0,1172","0,2002","0,5772","0,0565","0,1917","0,4249",0,0,"0,0521","0,1244","0,1504","0,6166","0,0349","0,0115","0,0532",0,0,"0,0137","0,0101","0,8765","0,0647","0,3913","0,3628","160,56","172,99",,
general_trim,GENERAL,,FRESCOS,Liebre (todas),2.998,17.236,1.203.512,"66,93","1,02",0,0,"16,02","1,11","0,9757","3,53","3,47","16,02","26,13","0,9923",0,0,"15,92","1,1","0,9545","3,51","2,2","15,92","24,67","0,03",0,0,"0,1068","0,0068","0,0212","0,0214","1,27","0,1068","1,46","0,0391",0,0,"0,6121","0,0414","0,0381","0,1357","0,1337","0,6121","0,0399",0,0,"0,643","0,0435","0,0396","0,1422","0,0918","0,643","0,0255",0,0,"0,0813","0,0061","0,0196","0,0157","0,8518","0,0813","0,3989","0,3757","155,43","164,56",,
general_trim,GENERAL,,FYV,Liebre (todas),2.997,13.684,972.936,"67,76","1,26",0,0,"8,85","3,98","1,17","2,86","2,78","8,85","20,9","1,24",0,0,"8,8","3,93","1,15","2,85","1,77","8,8","19,73","0,0265",0,0,"0,0562","0,0473","0,0153","0,0099","1,01","0,0562","1,16","0,0617",0,0,"0,4212","0,1895","0,0577","0,1382","0,1317","0,4212","0,0635",0,0,"0,442","0,1981","0,0601","0,1447","0,0916","0,442","0,0267",0,0,"0,0533","0,0492","0,0155","0,0082","0,8469","0,0533","0,3228","0,3044","197,87","209,35",,
general_trim,GENERAL,,HORNO,Liebre (todas),2.992,8.803,179.451,"19,33","0,4992","1,16","1,58",0,0,"0,8204","3,07","0,5148","2,74","7,65","0,4782","1,16","1,56",0,0,"0,7867","3,06","0,3161","2,72","7,36","0,021","0,0007","0,0221",0,0,"0,0338","0,013","0,1987","0,0228","0,2893","0,0648","0,154","0,2058",0,0,"0,1122","0,4064","0,0567","0,3599","0,0644","0,1575","0,2092",0,0,"0,1114","0,4151","0,0424","0,3667","0,1025","0,0049","0,0996",0,0,"0,1456","0,0544","0,5929","0,1045","0,4345","0,4131","168,27","172,72",,
general_trim,GENERAL,,PENDIENTES,Liebre (todas),2.648,6.020,46.628,"7,08","0,612","0,9425","1,07",0,"0,0068","0,5271","1,75","2,64","2,01","7,55","0,5963","0,8984","1,01",0,"0,0068","0,5219","1,74","1,42","1,91","6,2","0,0157","0,0441","0,063",0,0,"0,0052","0,011","1,21","0,107","1,35","0,0948","0,117","0,1177",0,"0,0011","0,0923","0,242","0,3351","0,2347","0,1096","0,1323","0,1278",0,"0,0012","0,113","0,2803","0,2357","0,2602","0,0162","0,0424","0,0541",0,0,"0,0065","0,009","0,8719","0,0965","1,83","1,36","72,59","89,07",,
general_mes,GENERAL,1/5/2026,GLOBAL,Liebre (todas),962,,3.564.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2977","0,2827"
general_mes,GENERAL,1/5/2026,SECOS,Liebre (todas),962,13.509,1.940.819,"141,28","1,14","10,32","22,12",0,"0,0001","1,03","0,9235","3,91","32,44","39,45","1,09","10,28","21,86",0,"0,0001",1,"0,9143","2,38","32,14","37,53","0,0504","0,0399","0,2595",0,0,"0,0277","0,0092","1,54","0,2994","1,93","0,0292","0,2597","0,5613",0,0,"0,0263","0,0233","0,1002","0,821","0,0292","0,2714","0,5841",0,0,"0,0266","0,0241","0,0648","0,8554","0,047","0,0277","0,1323",0,0,"0,0186","0,0049","0,7695","0,1601","0,2809","0,2673","216,17","227,4",,
general_mes,GENERAL,1/5/2026,REFRIGERADO,Liebre (todas),961,5.901,622.483,"101,34","0,8105","6,13","11,23",0,"0,0001","0,9109","2,07","3,2","17,36","24,36","0,7828","6,11","11,1",0,"0,0001","0,9049","2,06","2,27","17,2","23,22","0,0277","0,0284","0,1343",0,0,"0,006","0,0058","0,9357","0,1626","1,14","0,0336","0,2507","0,4629",0,0,"0,0376","0,0849","0,1303","0,7136","0,0337","0,2617","0,4799",0,0,"0,0389","0,088","0,0978","0,7416","0,0284","0,035","0,1155",0,0,"0,0065","0,0069","0,8077","0,1505","0,2441","0,2327","252,84","265,51",,
general_mes,GENERAL,1/5/2026,CONGELADO,Liebre (todas),961,4.609,196.819,"41,4","0,8918","2,77","6,24",0,0,"0,7904","1,84","3,14",9,"15,66","0,8384","2,76","6,17",0,0,"0,7753","1,83","2,23","8,93","14,6","0,0534","0,0095","0,0654",0,0,"0,0151","0,0054","0,9071","0,0749","1,06","0,0578","0,1758","0,3961",0,0,"0,0516","0,119","0,1997","0,5718","0,0578","0,1871","0,4201",0,0,"0,0534","0,1261","0,1555","0,6072","0,0476","0,0161","0,0566",0,0,"0,0187","0,0074","0,8536","0,0726","0,391","0,3656","160,83","172,15",,
general_mes,GENERAL,1/5/2026,FRESCOS,Liebre (todas),961,5.574,405.011,"69,74","1,07",0,0,"16,44","1,3","0,9925","3,63","3,45","16,44","26,88","1,04",0,0,"16,32","1,29","0,9791","3,62","2,23","16,32","25,48","0,0243",0,0,"0,1139","0,0078","0,0135","0,0171","1,22","0,1139","1,4","0,0398",0,0,"0,6095","0,0472","0,0376","0,1355","0,1305","0,6095","0,0409",0,0,"0,6376","0,0493","0,0393","0,1419","0,091","0,6376","0,0201",0,0,"0,09","0,0072","0,0142","0,013","0,8555","0,09","0,3972","0,376","157,31","165,89",,
general_mes,GENERAL,1/5/2026,FYV,Liebre (todas),960,4.355,321.812,"70,41","1,28",0,0,"8,82","3,93","1,14","2,83","2,81","8,82","20,82","1,25",0,0,"8,78","3,88","1,13","2,82","1,76","8,78","19,63","0,0327",0,0,"0,0426","0,0462","0,0119","0,0042","1,05","0,0426","1,19","0,0628",0,0,"0,4207","0,1877","0,0568","0,1375","0,1346","0,4207","0,0644",0,0,"0,443","0,1964","0,0594","0,1445","0,0924","0,443","0,0294",0,0,"0,0473","0,0408","0,0109","0,0071","0,8645","0,0473","0,3127","0,2948","206,08","218,02",,
general_mes,GENERAL,1/5/2026,HORNO,Liebre (todas),959,2.811,58.785,"19,96","0,5206","1,15","1,63",0,0,"0,8562","3,2","0,5394","2,78","7,9","0,4954","1,15","1,6",0,0,"0,8121","3,19","0,3377","2,74","7,57","0,0252","0,0023","0,0389",0,0,"0,0441","0,0132","0,2017","0,0412","0,3254","0,0649","0,1488","0,2038",0,0,"0,1126","0,4113","0,0586","0,3526","0,0649","0,1529","0,2068",0,0,"0,1107","0,4219","0,0427","0,3597","0,1024","0,0135","0,1216",0,0,"0,1757","0,0515","0,5353","0,1351","0,4359","0,4126","166,78","172,58",,
general_mes,GENERAL,1/5/2026,PENDIENTES,Liebre (todas),867,2.027,18.303,8,"0,6339","1,01","1,23",0,"0,0115","0,5285","1,89","2,61","2,24","7,92","0,6286","0,9621","1,15",0,"0,0115","0,5234","1,88","1,44","2,11","6,6","0,0053","0,045","0,0856",0,0,"0,0051","0,0078","1,18","0,1305","1,32","0,0916","0,1177","0,1299",0,"0,0017","0,0856","0,2486","0,3249","0,2476","0,1069","0,1332","0,1383",0,"0,0017","0,105","0,2869","0,2279","0,2715","0,0042","0,052","0,0789",0,0,"0,0068","0,0085","0,8497","0,1309","1,71","1,28","70,38","84,57",,
general_mes,GENERAL,1/6/2026,GLOBAL,Liebre (todas),996,,3.669.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3014","0,2851"
general_mes,GENERAL,1/6/2026,SECOS,Liebre (todas),996,14.103,2.020.616,"140,62","1,14","10,35","22,18",0,0,"1,03","0,9131","4,07","32,53","39,68","1,09","10,3","21,9",0,0,1,"0,8991","2,34","32,2","37,52","0,0563","0,0501","0,2801",0,0,"0,03","0,014","1,73","0,3302","2,16","0,0291","0,2601","0,5584",0,0,"0,0261","0,0229","0,1033","0,8186","0,029","0,2733","0,5841",0,0,"0,0265","0,0237","0,0634","0,8574","0,0439","0,024","0,1323",0,0,"0,0201","0,0074","0,7724","0,1563","0,2841","0,2688","213,76","226,22",,
general_mes,GENERAL,1/6/2026,REFRIGERADO,Liebre (todas),996,6.086,627.992,"99,09","0,806","6,07","11,02",0,"0,0001","0,9109","2,07","3,17","17,1","24,06","0,7712","6,03","10,86",0,"0,0001","0,8919","2,07","2,29","16,89","22,91","0,0348","0,0464","0,1607",0,0,"0,019","0,0041","0,8858","0,207","1,15","0,0339","0,2522","0,4601",0,0,"0,038","0,0855","0,1303","0,7123","0,0339","0,2626","0,476",0,0,"0,0388","0,0891","0,0997","0,7385","0,0416","0,0358","0,1223",0,0,"0,0237","0,003","0,7736","0,1582","0,2452","0,2336","250,23","263,32",,
general_mes,GENERAL,1/6/2026,CONGELADO,Liebre (todas),996,4.944,221.806,"43,31","0,8809","2,93","6,59",0,0,"0,8134","1,9","3,23","9,52","16,35","0,8461","2,93","6,5",0,0,"0,8034","1,88","2,24","9,43","15,19","0,0348","0,0035","0,0891",0,0,"0,0099","0,0242","0,992","0,0926","1,15","0,0546","0,1787","0,4017",0,0,"0,0502","0,1178","0,1969","0,5805","0,0557","0,1909","0,4273",0,0,"0,0524","0,1243","0,1494","0,6182","0,0339","0,0063","0,0586",0,0,"0,0095","0,0142","0,8774","0,0649","0,3874","0,361","161,64","173,49",,
general_mes,GENERAL,1/6/2026,FRESCOS,Liebre (todas),996,5.748,396.568,"66,14","1,05",0,0,"15,91","1,07","0,9966","3,51","3,41","15,91","25,95","1,01",0,0,"15,81","1,07","0,9613","3,48","2,22","15,81","24,54","0,0387",0,0,"0,0993","0,0075","0,0353","0,0331","1,19","0,0993","1,41","0,0405",0,0,"0,6125","0,0406","0,0391","0,1355","0,1317","0,6125","0,041",0,0,"0,6426","0,0426","0,04","0,1414","0,0923","0,6426","0,0315",0,0,"0,0756","0,0089","0,0309","0,0247","0,8284","0,0756","0,3988","0,3763","154,54","163,46",,
general_mes,GENERAL,1/6/2026,FYV,Liebre (todas),996,4.567,328.464,"68,54","1,28",0,0,"9,09","4,05","1,19","2,89","2,86","9,09","21,36","1,25",0,0,"9,03",4,"1,17","2,87","1,76","9,03","20,08","0,0264",0,0,"0,0605","0,0493","0,0238","0,0172","1,1","0,0605","1,28","0,061",0,0,"0,4231","0,1886","0,0577","0,1369","0,1326","0,4231","0,0631",0,0,"0,4462","0,198","0,0598","0,1436","0,0894","0,4462","0,0273",0,0,"0,0448","0,0464","0,024","0,0096","0,8479","0,0448","0,3238","0,3044","196,28","208,69",,
general_mes,GENERAL,1/6/2026,HORNO,Liebre (todas),995,2.941,59.858,"19,3","0,4992","1,18","1,56",0,0,"0,7937","3,03","0,503","2,74","7,57","0,4752","1,18","1,55",0,0,"0,7669","3,01","0,3237","2,73","7,31","0,024",0,"0,0143",0,0,"0,0268","0,0192","0,1792","0,0143","0,2636","0,0666","0,1562","0,2068",0,0,"0,1115","0,4039","0,0549","0,363","0,0654","0,1593","0,2104",0,0,"0,1107","0,4106","0,0435","0,3697","0,1357",0,"0,0877",0,0,"0,1429","0,0941","0,5397","0,0877","0,4313","0,4138","171,42","175,1",,
general_mes,GENERAL,1/6/2026,PENDIENTES,Liebre (todas),865,1.996,14.441,"6,57","0,6422","0,9593","1,04",0,"0,0047","0,5389","1,71","2,78",2,"7,67","0,6126","0,9105","0,963",0,"0,0047","0,5389","1,69","1,38","1,87","6,1","0,0296","0,0488","0,0732",0,0,0,"0,0142","1,4","0,1221","1,56","0,1002","0,1152","0,1102",0,"0,0008","0,0954","0,2345","0,3437","0,2254","0,1141","0,1316","0,1219",0,"0,0009","0,1199","0,2768","0,2347","0,2536","0,0253","0,0366","0,0482",0,0,0,"0,007","0,883","0,0847","1,98","1,42","71,8","87,85",,
general_mes,GENERAL,1/7/2026,GLOBAL,Liebre (todas),1.041,,3.751.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3038","0,2872"
general_mes,GENERAL,1/7/2026,SECOS,Liebre (todas),1.041,14.605,2.089.331,"140,45","1,14","10,41","22,38",0,0,"1,01","0,9364","4,05","32,78","39,91","1,08","10,35","22,14",0,0,"0,9898","0,9192","2,36","32,49","37,84","0,0581","0,0572","0,2357",0,0,"0,0228","0,0172","1,68","0,2929","2,08","0,0286","0,2603","0,5599",0,0,"0,0255","0,0233","0,1024","0,8202","0,0285","0,2727","0,585",0,0,"0,026","0,024","0,0637","0,8577","0,0437","0,0359","0,1165",0,0,"0,0202","0,007","0,7766","0,1525","0,2862","0,2716","212,47","224,38",,
general_mes,GENERAL,1/7/2026,REFRIGERADO,Liebre (todas),1.041,6.206,630.724,"97,5","0,8037","5,95","10,81",0,0,"0,8854","2,04","3,3","16,76","23,79","0,7664","5,91","10,68",0,0,"0,8752","2,03","2,27","16,59","22,53","0,0373","0,0345","0,1279",0,0,"0,0103","0,0167","1,03","0,1624","1,26","0,0339","0,2489","0,4565",0,0,"0,0374","0,0856","0,1378","0,7054","0,0338","0,2614","0,476",0,0,"0,0385","0,0887","0,1016","0,7374","0,0386","0,036","0,1205",0,0,"0,0073","0,0134","0,7842","0,1565","0,2477","0,2346","249,37","263,92",,
general_mes,GENERAL,1/7/2026,CONGELADO,Liebre (todas),1.041,5.175,231.813,"42,92","0,8739","3,02","6,53",0,0,"0,7911","1,87","3,36","9,55","16,44","0,8502","3,02","6,47",0,0,"0,7753","1,86","2,21","9,49","15,19","0,0238","0,0078","0,0553",0,0,"0,0158","0,0083","1,15","0,0631","1,26","0,0538","0,1824","0,3965",0,0,"0,0485","0,115","0,2038","0,5789","0,056","0,1969","0,427",0,0,"0,0507","0,123","0,1465","0,6238","0,0261","0,0127","0,0458",0,0,"0,0137","0,0084","0,8934","0,0585","0,3953","0,3619","159,29","173,29",,
general_mes,GENERAL,1/7/2026,FRESCOS,Liebre (todas),1.041,5.914,401.933,"65,11","0,9518",0,0,"15,75","0,9597","0,9402","3,47","3,55","15,75","25,62","0,9249",0,0,"15,65","0,9546","0,9254","3,45","2,15","15,65","24,06","0,0269",0,0,"0,1074","0,0051","0,0148","0,0142","1,4","0,1074","1,57","0,037",0,0,"0,6142","0,0367","0,0375","0,136","0,1386","0,6142","0,038",0,0,"0,6483","0,0388","0,0396","0,1434","0,092","0,6483","0,025",0,0,"0,0787","0,0026","0,0143","0,0102","0,8692","0,0787","0,4004","0,3749","154,55","164,39",,
general_mes,GENERAL,1/7/2026,FYV,Liebre (todas),1.041,4.762,322.660,"64,58","1,23",0,0,"8,66","3,96","1,17","2,85","2,66","8,66","20,53","1,21",0,0,"8,59","3,91","1,16","2,84","1,79","8,59","19,51","0,0208",0,0,"0,0645","0,0464","0,0103","0,0083","0,8748","0,0645","1,02","0,0613",0,0,"0,4197","0,1921","0,0586","0,1402","0,1281","0,4197","0,0631",0,0,"0,4372","0,1996","0,061","0,1461","0,0929","0,4372","0,0236",0,0,"0,0684","0,0604","0,011","0,008","0,8286","0,0684","0,3311","0,3133","191,83","201,98",,
general_mes,GENERAL,1/7/2026,HORNO,Liebre (todas),1.038,3.051,60.808,"18,79","0,4795","1,15","1,55",0,0,"0,813","2,99","0,5033","2,7","7,49","0,4652","1,15","1,54",0,0,"0,7822","2,99","0,2888","2,68","7,21","0,0143",0,"0,014",0,0,"0,0308","0,0069","0,2145","0,014","0,2805","0,0631","0,1567","0,2068",0,0,"0,1125","0,4042","0,0567","0,3635","0,0629","0,16","0,2102",0,0,"0,1127","0,4131","0,0411","0,3703","0,0725",0,"0,087",0,0,"0,1159","0,0213","0,7033","0,087","0,4364","0,4128","166,62","170,58",,
general_mes,GENERAL,1/7/2026,PENDIENTES,Liebre (todas),916,1.997,13.884,"6,7","0,5627","0,8655","0,95",0,"0,0044","0,5147","1,66","2,53","1,82","7,09","0,5504","0,8268","0,9182",0,"0,0044","0,5044","1,65","1,45","1,75","5,91","0,0124","0,0387","0,0318",0,0,"0,0103","0,011","1,08","0,0705","1,18","0,0927","0,1181","0,1132",0,"0,0009","0,0956","0,2429","0,3367","0,2313","0,1081","0,1321","0,1236",0,"0,0009","0,114","0,2773","0,2441","0,2557","0,0183","0,0391","0,0347",0,0,"0,0137","0,0119","0,8824","0,0738","1,81","1,38","75,45","94,5",,
tienda_trim,2183,,GLOBAL,Liebre,77,,294.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3055","0,2796"
tienda_trim,2183,,SECOS,Veterana,77,1.150,160.028,"138,25","1,35","10,59","20,32",0,0,"0,4332","0,5346","5,83","30,91","39,05","1,29","10,54","20,1",0,0,"0,4209","0,5203","2,38","30,64","35,25","0,0548","0,045","0,2263",0,0,"0,0123","0,0143","3,45","0,2713","3,8","0,0347","0,2697","0,5207",0,0,"0,0109","0,0137","0,1502","0,7905","0,0369","0,2977","0,571",0,0,"0,0118","0,0148","0,0678","0,8687","0,0173","0,0106","0,0504",0,0,"0,0039","0,0042","0,9136","0,0611","0,2834","0,2557","212,83","235,85",,
tienda_trim,2183,,REFRIGERADO,Veterana,77,497,51.139,"101,83","0,855","6,69","12,2",0,0,"0,8356","1,88","3,68","18,89","26,14","0,82","6,66","12,16",0,0,"0,8356","1,86","2,56","18,82","24,9","0,035","0,0285","0,04",0,0,0,"0,0203","1,12","0,0684","1,24","0,0327","0,2548","0,4674",0,0,"0,0322","0,072","0,141","0,7222","0,0328","0,2669","0,4882",0,0,"0,0336","0,0748","0,1036","0,7551","0,024","0,0139","0,0285",0,0,0,"0,0142","0,9194","0,0424","0,2578","0,2458","234,74","246,33",,
tienda_trim,2183,,CONGELADO,Veterana,77,377,16.591,"44,04","0,8423","3,26","6,85",0,0,"0,8199","1,79","2,97","10,11","16,52","0,8244","3,26","6,8",0,0,"0,8199","1,79","1,87","10,06","15,36","0,0179",0,"0,0456",0,0,0,0,"1,1","0,0456","1,17","0,0498","0,1962","0,4172",0,0,"0,0496","0,1105","0,1767","0,6134","0,0524","0,2107","0,4431",0,0,"0,0532","0,1182","0,1223","0,6539","0,0151",0,"0,0313",0,0,0,0,"0,9536","0,0313","0,3785","0,3513","162,44","173,48",,
tienda_trim,2183,,FRESCOS,Veterana,77,464,33.105,"70,99","1,14",0,0,"16,61","1,35","0,8614","3,79","4,51","16,61","28,26","1,11",0,0,"16,59","1,35","0,8614","3,77","1,82","16,59","25,51","0,0285",0,0,"0,02",0,0,"0,0154","2,68","0,02","2,75","0,0408",0,0,"0,5883","0,0473","0,0306","0,1342","0,1588","0,5883","0,0438",0,0,"0,6499","0,0524","0,0339","0,1479","0,0722","0,6499","0,0094",0,0,"0,0205",0,0,"0,005","0,9652","0,0205","0,3997","0,3605","151,17","167,4",,
tienda_trim,2183,,FYV,Veterana,77,392,28.154,"71,79","1,6",0,0,"9,89","4,69","1,34","3,63","3,36","9,89","24,5","1,51",0,0,"9,84","4,65","1,32","3,59","1,77","9,84","22,68","0,0891",0,0,"0,0488","0,041","0,0131","0,036","1,59","0,0488","1,82","0,0659",0,0,"0,4047","0,1914","0,0551","0,1485","0,1344","0,4047","0,0668",0,0,"0,4334","0,2044","0,0587","0,1588","0,0779","0,4334","0,044",0,0,"0,0255","0,0082","0,0057","0,0263","0,8903","0,0255","0,3458","0,32","176,48","190,02",,
tienda_trim,2183,,HORNO,Veterana,77,240,5.296,"22,28","0,7343","1,37","1,67",0,0,"0,309","4,2","0,4797","3,05","8,77","0,4811","1,37","1,67",0,0,"0,309","4,17","0,3798","3,05","8,39","0,2532",0,0,0,0,0,"0,0302","0,0999",0,"0,3834","0,0771","0,1543","0,1925",0,0,"0,0353","0,4899","0,0509","0,3468","0,0585","0,1612","0,198",0,0,"0,0361","0,501","0,0451","0,3592","0,6667",0,0,0,0,0,"0,1111","0,2222",0,"0,41","0,3958","153,62","160,01",,
tienda_trim,2183,,PENDIENTES,Veterana,57,88,306,"3,44","0,1813","0,2305","0,1652",0,0,"0,3951","0,6655","6,11","0,3957","7,74","0,1813","0,2305","0,1652",0,0,"0,3951","0,6655","0,8923","0,3957","2,53",0,0,0,0,0,0,0,"5,21",0,"5,21","0,041","0,0444","0,0247",0,0,"0,0799","0,1167","0,6934","0,069","0,0945","0,1268","0,0468",0,0,"0,1982","0,2761","0,2577","0,1736",0,0,0,0,0,0,0,1,0,"3,69","1,08","45,73","98,1",,
tienda_trim,2749,,GLOBAL,Liebre,76,,284.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,309","0,3011"
tienda_trim,2749,,SECOS,Veterana,76,1.096,155.916,"141,86","2,51","10,26","23,67",0,0,"1,37","1,14","2,67","33,93","41,62","2,39","10,17","23,4",0,0,"1,32","1,14","2,12","33,57","40,55","0,116","0,0848","0,2704",0,0,"0,0578","0,005","0,5414","0,3552","1,08","0,0609","0,2449","0,5695",0,0,"0,0328","0,0274","0,0646","0,8144","0,0597","0,2493","0,5782",0,0,"0,0322","0,0279","0,0527","0,8274","0,1282","0,0677","0,2166",0,0,"0,0764","0,0038","0,5073","0,2843","0,2941","0,2866","205,88","211,24",,
tienda_trim,2749,,REFRIGERADO,Veterana,76,446,45.166,"100,6","1,79","4,52","12,29",0,0,"1,14","2,21","1,31","16,82","23,27","1,62","4,46","12,24",0,0,"1,14","2,21","1,19","16,7","22,87","0,1669","0,0614","0,0561",0,0,0,0,"0,1171","0,1175","0,4015","0,0761","0,1945","0,5278",0,0,"0,0496","0,0953","0,0567","0,7223","0,0706","0,1953","0,5341",0,0,"0,0505","0,0969","0,0526","0,7294","0,4123","0,1176","0,1171",0,0,0,0,"0,3529","0,2348","0,233","0,2292","260,11","264,81",,
tienda_trim,2749,,CONGELADO,Veterana,76,396,20.144,"50,57","2,16","2,77","9,07",0,0,"1,22","1,91","1,96","11,84","19,09","1,98","2,77","8,92",0,0,"1,22","1,91","1,8","11,69","18,61","0,1837",0,"0,1434",0,0,0,0,"0,1571","0,1434","0,4842","0,1136","0,1434","0,4758",0,0,"0,0642","0,1002","0,1029","0,6192","0,1069","0,1467","0,4799",0,0,"0,066","0,1029","0,0977","0,6266","0,3326",0,"0,2916",0,0,0,0,"0,3758","0,2916","0,3828","0,3732","159,93","163,9",,
tienda_trim,2749,,FRESCOS,Veterana,76,453,32.399,"71,33","2,51",0,0,"15,79","1,37","1,07","4,02","2,36","15,79","27,11","2,23",0,0,"15,7","1,36","1,03","3,99","1,83","15,7","26,15","0,2721",0,0,"0,0841","0,0138","0,036","0,0338","0,5273","0,0841","0,9671","0,0936",0,0,"0,5819","0,0502","0,0393","0,1495","0,0855","0,5819","0,0864",0,0,"0,599","0,0514","0,0394","0,1536","0,0701","0,599","0,2733",0,0,"0,0909","0,0303","0,0606","0,0303","0,5145","0,0909","0,3823","0,3684","159,14","164,51",,
tienda_trim,2749,,FYV,Veterana,76,371,23.773,"64,81","3,03",0,0,"8,82","3,81","1,8","2,95","1,12","8,82","21,52","2,78",0,0,"8,72","3,79","1,6","2,95","1,12","8,72","20,96","0,2508",0,0,"0,0936","0,0182","0,1963",0,0,"0,0936","0,5589","0,1417",0,0,"0,4081","0,1763","0,0835","0,1369","0,0536","0,4081","0,1335",0,0,"0,4145","0,18","0,0766","0,1404","0,0551","0,4145","0,4625",0,0,"0,1566","0,0227","0,3582",0,0,"0,1566","0,3385","0,33","181,16","185,71",,
tienda_trim,2749,,HORNO,Veterana,76,248,5.649,23,"0,2681","1,09","1,6",0,0,"1,06","4,11","0,2326","2,68","8,36","0,2681","1,09","1,6",0,0,"1,04","4,11","0,1651","2,68","8,27",0,0,0,0,0,"0,0209",0,"0,0675",0,"0,0884","0,0329","0,1278","0,1864",0,0,"0,1265","0,4998","0,0265","0,3143","0,0334","0,1289","0,188",0,0,"0,125","0,5049","0,0198","0,3169",0,0,0,0,0,"0,5",0,"0,5",0,"0,3801","0,3764","169,36","172,17",,
tienda_trim,2749,,PENDIENTES,Veterana,76,219,1.485,"6,67","1,04","2,45","1,24",0,0,"0,4357","2,19",1,"3,69","8,36","0,9642","2,24","1,19",0,0,"0,4357","2,19","0,787","3,43","7,81","0,0754","0,2023","0,053",0,0,0,0,"0,2159","0,2552","0,5465","0,1265","0,2729","0,1334",0,0,"0,0588","0,2727","0,1356","0,4063","0,127","0,2694","0,1347",0,0,"0,062","0,2862","0,1208","0,404","0,1429","0,4286","0,1429",0,0,0,0,"0,2857","0,5714","1,49","1,36","52,14","54,33",,
tienda_trim,2946,,GLOBAL,Liebre,78,,56.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3063","0,2873"
